Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
128318,2,4,3.696,22.68,4,0,2,True,7.84,4,0,3,3.538,62.11,0
128319,3,0,3.617,7.74,2,2,2,False,7.92,4,2,5,4.0,100.0,2
128320,2,2,2.45,0.79,0,2,2,False,18.65,4,2,1,2.543,72.38,2
128321,2,3,3.346,8.56,1,0,1,False,11.5,5,1,8,3.447,68.09,2
128322,1,0,3.818,7.32,2,0,2,False,16.65,3,0,1,4.0,96.17,0
128323,0,0,3.076,4.7,2,0,2,False,5.37,1,2,4,2.917,52.73,2
128324,3,2,3.301,18.21,3,1,3,True,3.86,5,0,6,3.556,98.32,2
128325,1,1,3.592,5.85,2,1,3,False,13.98,5,1,7,3.831,92.49,2
128326,2,0,3.536,28.58,0,0,1,True,10.13,5,0,3,3.736,83.19,0
128327,1,4,3.687,1.63,3,0,2,True,4.82,2,0,3,4.0,70.21,2
128328,3,1,3.216,2.81,0,1,3,True,16.76,3,0,5,3.301,70.98,2
128329,0,1,3.345,1.5,0,2,4,True,4.85,2,0,5,3.349,69.83,1
128330,3,1,2.762,22.0,2,0,3,True,18.33,4,2,2,3.181,60.41,1
128331,4,1,3.014,2.16,1,0,1,False,14.26,2,2,2,3.452,92.93,2
128332,1,2,3.296,5.15,2,1,3,False,8.43,1,2,3,3.246,89.63,1
128333,2,3,3.025,9.29,3,1,4,False,17.76,5,2,1,3.955,100.0,1
128334,3,1,2.977,35.48,3,2,2,True,3.21,7,0,6,3.033,73.68,0
128335,3,3,2.947,6.55,3,1,3,False,22.77,1,0,2,3.494,96.09,0
128336,2,3,3.221,6.6,1,0,1,False,18.77,5,2,2,3.193,53.88,2
128337,2,4,2.575,7.96,1,0,3,False,1.0,2,2,1,2.835,85.69,2
128338,2,2,2.379,21.63,3,2,1,True,17.21,6,0,2,2.668,63.53,2
128339,0,3,3.265,11.24,0,1,4,False,13.52,4,0,4,3.601,91.52,1
128340,0,1,3.666,7.42,1,1,3,False,5.29,2,1,2,3.65,85.58,2
128341,3,3,3.834,3.04,3,1,5,False,8.32,1,0,5,4.0,98.9,0
128342,2,0,3.386,7.37,4,0,2,False,6.9,2,0,7,3.794,94.74,2
128343,0,3,3.23,4.28,3,1,4,False,9.13,5,1,5,3.504,88.02,1
128344,1,1,2.873,6.84,3,1,3,False,10.99,5,0,2,3.436,95.57,0
128345,2,0,3.22,2.8,2,2,2,True,6.62,4,2,7,3.451,78.91,2
128346,0,0,2.686,4.71,0,0,3,False,11.61,3,0,2,2.96,83.77,0
128347,3,2,3.808,22.34,0,0,1,False,13.01,8,0,4,4.0,82.69,0
128348,1,0,3.603,8.49,0,2,1,True,8.35,3,0,1,4.0,78.02,0
128349,3,2,3.495,2.99,3,1,3,False,9.75,4,0,8,3.718,100.0,1
128350,0,1,3.65,2.06,1,2,2,True,6.46,3,1,5,3.715,81.26,1
128351,1,0,2.475,6.63,3,0,3,False,11.41,1,0,5,2.741,34.05,2
128352,2,0,3.419,3.47,1,0,3,False,14.51,1,0,5,3.592,77.0,2
128353,2,1,2.898,1.01,2,1,3,True,11.07,4,2,5,2.989,74.86,2
128354,3,3,3.151,14.3,3,1,5,False,10.07,3,0,3,3.521,92.34,0
128355,4,1,2.977,6.44,0,2,3,False,15.76,4,2,2,2.981,76.22,0
128356,3,1,2.869,10.42,0,2,1,False,8.66,2,2,2,3.288,83.84,1
128357,3,0,2.869,14.81,3,0,3,True,10.9,5,0,4,3.183,72.7,2
128358,3,2,3.203,18.14,4,0,2,True,9.86,6,0,7,3.131,56.39,0
128359,3,0,2.982,8.44,0,0,1,False,14.25,3,2,8,3.213,62.62,2
128360,1,3,2.488,18.53,2,1,3,False,8.38,6,0,7,2.504,69.33,2
128361,2,0,3.613,2.29,4,1,5,False,8.14,3,1,4,3.717,100.0,1
128362,2,3,2.8,4.3,1,1,4,True,16.21,1,0,4,3.037,74.37,1
128363,1,0,3.362,1.62,4,2,3,False,12.48,2,2,3,3.364,64.84,2
128364,3,0,3.702,10.88,4,2,4,True,9.85,3,2,5,3.821,89.75,2
128365,3,1,3.258,7.79,3,0,2,False,13.12,2,2,3,3.569,68.05,1
128366,2,1,3.894,5.21,2,1,3,True,11.3,3,2,4,4.0,90.03,2
128367,2,0,2.946,1.07,1,0,3,True,9.74,2,0,2,3.017,80.0,2
128368,0,0,2.608,5.71,0,0,2,False,12.49,3,0,5,2.868,75.78,0
128369,3,0,3.297,4.33,3,1,5,False,10.64,5,0,5,3.557,95.8,0
128370,0,0,3.662,20.88,0,1,4,True,5.65,5,0,2,3.84,88.5,0
128371,3,3,2.892,10.84,0,0,2,True,12.08,4,0,6,2.996,83.75,2
128372,3,2,2.753,9.55,0,0,2,True,2.9,5,1,4,2.638,45.1,2
128373,3,4,3.173,15.61,4,2,2,True,15.88,7,2,4,3.356,45.28,0
128374,0,4,2.464,3.33,0,0,3,False,10.4,1,1,1,2.692,70.65,1
128375,0,1,3.619,1.51,2,1,3,True,7.24,4,0,7,3.857,88.83,1
128376,0,2,3.845,2.9,0,2,1,True,14.23,2,0,5,4.0,86.8,2
128377,1,4,3.182,1.24,0,0,2,False,2.56,2,0,2,3.311,69.13,1
128378,1,0,3.223,4.26,2,0,2,False,7.66,4,1,4,3.23,75.61,2
128379,2,4,3.253,4.75,3,0,2,True,18.25,5,1,1,3.828,100.0,0
128380,1,2,3.167,16.89,4,1,3,False,7.0,3,2,3,2.722,84.27,0
128381,1,2,3.246,12.72,2,1,4,True,9.75,5,0,6,3.181,79.73,1
128382,0,1,2.638,9.98,1,0,1,True,9.04,4,0,2,2.508,69.99,2
128383,0,4,3.609,5.67,2,1,4,False,16.08,4,0,3,3.764,98.6,2
128384,1,4,3.492,11.43,2,2,3,True,7.17,4,2,7,3.737,68.93,0
128385,2,3,3.581,8.11,3,0,3,False,15.45,4,2,6,3.629,72.82,2
128386,3,2,3.623,15.77,1,2,3,False,9.45,5,0,2,3.756,73.77,2
128387,2,2,3.011,1.36,3,2,3,False,16.17,3,0,3,3.472,88.78,2
128388,3,4,3.255,12.85,4,1,4,True,18.62,4,0,1,3.486,92.05,1
128389,0,1,2.522,3.21,4,2,5,True,14.88,1,0,7,2.752,62.2,2
128390,3,4,3.489,10.71,3,1,3,False,13.81,5,2,5,3.933,100.0,2
128391,3,1,2.918,40.0,1,2,2,False,7.56,7,2,4,3.059,62.69,0
128392,3,2,2.772,10.89,4,2,2,True,7.97,3,2,3,2.838,74.31,0
128393,1,1,3.584,4.13,0,2,2,True,11.21,1,2,4,3.484,94.62,1
128394,3,1,2.895,7.86,3,1,5,True,9.15,2,0,6,3.443,78.2,2
128395,3,1,3.205,16.17,3,0,2,True,14.74,3,1,7,3.518,78.38,0
128396,3,4,3.196,15.34,0,0,3,True,10.62,7,0,5,3.637,100.0,2
128397,2,1,2.195,5.78,2,0,3,False,9.68,4,2,6,2.683,66.67,2
128398,1,0,3.227,12.46,2,2,2,False,12.72,4,0,6,3.513,76.58,1
128399,3,2,3.328,11.7,4,0,2,False,9.94,6,1,5,3.454,82.03,2
128400,3,1,3.622,24.27,3,2,3,False,1.36,4,0,3,3.662,74.1,2
128401,0,1,2.997,0.37,4,2,4,False,18.69,3,0,1,3.346,61.34,1
128402,2,2,2.844,7.66,2,2,3,True,7.66,4,0,3,2.853,73.94,2
128403,3,3,3.714,19.49,0,1,4,True,4.63,4,2,2,3.854,84.51,2
128404,0,0,3.59,2.26,0,2,4,True,9.02,4,0,3,3.864,72.15,1
128405,0,2,2.946,3.51,0,0,2,False,12.55,5,0,7,3.075,87.57,1
128406,0,2,3.032,15.58,3,0,1,True,11.08,4,0,3,3.223,75.97,1
128407,1,3,2.674,8.87,3,2,2,False,16.76,2,0,5,2.898,72.2,1
128408,3,4,3.099,11.42,2,1,3,True,5.41,5,2,3,3.506,90.3,2
128409,3,0,2.906,20.64,3,1,3,False,12.7,7,0,3,3.234,94.65,0
128410,4,0,3.38,0.6,4,2,1,False,12.17,2,2,2,3.309,75.06,0
128411,4,3,3.096,2.83,4,2,5,True,19.42,4,1,2,3.59,82.47,1
128412,3,2,3.476,25.31,2,2,3,True,17.24,6,0,6,3.934,73.88,0
128413,1,2,2.596,23.99,0,2,1,False,15.5,4,0,3,3.038,67.19,2
128414,2,1,2.734,1.59,1,2,2,False,8.21,1,1,6,2.85,60.62,2
128415,3,0,3.315,5.23,3,0,3,False,9.64,2,0,3,3.437,79.63,1
128416,0,3,2.941,3.96,0,2,3,False,10.86,5,1,2,2.973,82.29,1
128417,3,1,2.898,6.94,2,2,5,True,13.02,3,2,2,3.308,90.5,1
128418,3,3,3.843,14.58,3,0,1,True,12.76,4,0,5,4.0,75.48,1
128419,3,3,3.802,8.68,3,0,3,False,11.61,3,2,3,3.938,50.05,2
128420,2,0,2.649,4.4,1,0,1,False,10.96,3,1,4,3.189,66.86,1
128421,4,0,3.279,6.14,3,0,1,False,17.33,2,0,4,3.535,92.59,1
128422,0,2,3.261,10.75,1,0,1,True,8.22,4,0,8,3.342,81.27,2
128423,0,4,2.489,23.55,0,2,1,True,24.79,5,0,9,2.957,60.17,0
128424,0,3,2.756,6.27,0,0,2,False,6.54,4,0,5,2.948,79.16,2
128425,2,4,2.491,13.81,4,0,3,True,11.74,6,0,9,2.847,80.24,0
128426,4,1,3.403,11.98,0,0,2,False,1.0,5,0,4,3.491,72.87,2
128427,0,1,2.984,18.04,0,2,2,False,4.69,7,1,5,2.924,59.33,0
128428,2,1,3.036,3.46,0,0,1,False,15.59,3,0,4,3.31,63.8,2
128429,0,4,2.481,25.19,0,1,5,True,6.75,6,2,5,2.744,66.0,0
128430,2,2,2.872,12.67,2,0,1,True,17.85,5,0,3,3.247,80.83,2
128431,3,1,1.716,25.63,3,2,5,True,6.84,7,2,6,1.831,35.77,0
128432,3,3,3.205,17.5,3,0,2,True,3.22,4,2,10,3.341,65.61,2
128433,0,4,3.151,15.92,0,0,2,True,5.7,3,2,5,3.532,80.61,1
128434,1,2,3.412,1.36,2,1,3,True,10.09,1,2,1,3.515,74.14,1
128435,2,0,3.297,0.28,1,0,3,False,14.35,2,0,3,3.586,71.35,1
128436,1,1,2.925,2.44,4,1,4,False,15.49,3,0,6,3.245,86.11,1
128437,3,0,3.776,5.43,4,1,5,True,10.85,1,2,1,4.0,100.0,2
128438,0,2,3.571,0.06,3,0,2,False,13.58,1,0,2,3.641,72.03,1
128439,0,3,2.222,2.53,3,0,1,False,8.83,1,1,1,2.323,76.05,2
128440,2,2,3.596,1.03,3,1,3,False,12.73,4,0,10,3.713,100.0,2
128441,4,4,2.791,12.45,0,0,1,True,10.84,6,0,4,3.305,85.91,0
128442,4,2,3.574,0.78,0,0,2,False,18.87,3,2,1,3.777,77.42,2
128443,2,4,3.477,1.69,1,0,2,True,5.78,4,1,2,3.551,70.11,2
128444,2,3,2.016,5.03,0,1,4,False,8.2,5,2,5,2.148,76.94,0
128445,1,2,2.576,13.73,2,1,3,True,12.24,5,2,10,2.96,84.04,2
128446,0,2,3.587,20.64,4,1,3,False,2.15,4,2,3,3.465,82.9,0
128447,4,1,3.607,0.38,2,2,3,True,12.86,1,0,5,3.788,69.03,1
128448,1,1,3.622,0.71,2,1,3,True,12.17,1,2,1,4.0,80.36,1
128449,0,1,3.501,1.65,0,0,2,False,16.58,1,0,3,3.778,81.53,2
128450,2,2,3.345,10.61,2,1,3,True,22.01,1,1,2,3.504,91.78,1
128451,0,3,3.396,2.65,4,2,4,False,8.86,1,0,7,3.678,62.76,2
128452,3,3,3.558,0.62,2,0,2,True,8.39,2,1,5,3.907,71.06,2
128453,2,0,3.36,12.79,3,0,2,False,8.55,2,0,4,3.53,100.0,0
128454,3,3,3.318,5.46,0,2,2,False,20.14,1,2,2,3.739,91.42,1
128455,0,1,1.908,0.02,0,1,5,False,14.0,5,0,5,2.257,63.07,0
128456,1,3,2.927,10.82,2,0,1,True,20.99,3,2,5,3.14,78.59,1
128457,3,0,2.429,4.93,0,2,2,False,4.67,2,0,1,2.541,81.72,2
128458,3,2,3.768,11.81,3,2,1,True,12.65,3,2,4,3.788,75.02,1
128459,2,4,3.294,3.43,1,2,2,False,11.33,2,0,2,3.576,80.39,2
128460,0,0,2.913,0.54,2,1,3,False,14.56,1,1,5,3.418,69.59,1
128461,0,2,2.601,6.81,0,0,3,False,3.34,3,2,6,2.717,78.49,0
128462,0,0,2.374,1.27,2,2,3,True,13.25,5,1,5,2.825,70.28,1
128463,3,0,2.988,3.92,2,2,1,False,1.0,3,2,4,2.983,89.1,0
128464,3,0,3.431,16.19,2,2,2,False,16.99,5,1,8,3.411,87.99,0
128465,1,3,3.501,5.17,2,1,4,False,1.9,3,1,6,3.432,92.45,1
128466,3,4,3.271,0.88,3,0,3,True,13.93,3,2,6,3.519,91.55,1
128467,0,2,2.584,1.34,0,0,3,False,9.71,4,1,6,2.763,82.73,1
128468,1,3,3.502,1.45,2,1,5,False,8.95,3,0,6,3.643,72.76,1
128469,4,2,3.286,6.1,0,1,3,True,1.0,3,2,1,3.269,63.29,2
128470,3,3,3.596,7.11,4,2,5,False,9.47,2,0,5,3.59,59.45,1
128471,2,2,2.793,3.0,3,1,3,True,23.37,1,2,3,3.199,90.12,2
128472,2,0,2.416,40.0,4,0,2,True,3.56,10,2,5,1.549,40.74,0
128473,2,2,3.357,2.59,2,2,1,True,5.0,1,2,5,3.391,73.25,1
128474,4,1,3.392,4.56,0,2,1,False,12.43,4,2,4,3.847,74.81,2
128475,0,3,3.663,2.4,2,2,1,True,7.02,3,0,3,3.788,76.6,2
128476,3,2,2.589,5.04,1,2,4,False,15.65,5,2,3,2.703,72.16,0
128477,0,3,3.159,2.47,0,1,4,True,2.62,2,0,4,3.376,68.93,1
128478,2,0,3.281,1.15,2,1,5,True,14.48,2,2,1,3.696,87.4,2
128479,2,1,2.488,27.55,3,2,2,False,8.61,7,0,3,2.709,56.39,0
128480,3,0,3.2,16.1,2,2,2,True,6.19,5,0,5,3.289,87.44,2
128481,3,4,3.755,16.45,0,0,3,True,3.08,4,0,2,3.779,91.44,2
128482,1,2,2.612,0.02,3,2,3,False,16.35,3,2,7,3.026,100.0,1
128483,3,3,2.812,7.0,3,0,2,False,16.14,3,0,1,2.973,81.63,0
128484,3,3,3.874,7.15,3,2,3,True,5.09,3,0,4,3.979,65.22,2
128485,4,1,3.581,0.95,4,0,2,True,11.59,1,2,4,3.755,70.68,1
128486,0,3,3.382,6.4,1,1,4,True,14.02,3,2,5,3.629,74.78,1
128487,3,1,3.117,2.16,3,0,1,False,10.21,2,2,7,3.526,81.85,0
128488,0,0,2.871,17.37,2,2,4,True,11.16,5,2,2,3.053,81.92,1
128489,2,1,3.81,1.25,1,2,3,False,16.57,2,0,2,4.0,92.04,0
128490,0,0,3.877,2.02,1,2,3,True,9.01,1,0,1,4.0,55.35,1
128491,1,1,3.272,1.39,2,0,3,True,13.55,4,2,1,3.057,80.7,1
128492,3,4,2.574,12.03,4,2,3,False,8.91,6,1,3,2.621,66.03,0
128493,2,4,2.609,8.93,1,2,1,False,15.9,4,2,1,3.13,86.94,2
128494,3,1,3.487,11.29,1,0,3,False,2.86,2,1,9,3.569,77.03,0
128495,0,0,3.259,2.59,0,1,5,True,9.53,1,2,5,3.201,87.96,1
128496,2,1,3.884,1.88,0,0,2,False,11.38,4,0,6,3.973,87.76,2
128497,3,0,3.632,22.26,3,0,2,True,7.0,5,0,3,3.968,69.93,0
128498,2,2,3.603,2.88,1,2,4,False,9.07,4,0,3,3.742,76.02,1
128499,3,4,2.813,8.12,3,0,3,True,13.36,2,1,2,3.161,66.69,0
128500,3,4,3.09,5.2,3,1,5,False,15.34,3,0,4,3.678,85.65,2
128501,2,4,3.602,5.29,4,2,3,True,14.73,3,1,4,3.933,66.72,2
128502,2,3,3.043,16.78,1,0,2,False,2.41,6,0,4,2.923,60.06,2
128503,3,3,3.244,13.07,3,1,4,False,7.31,3,0,1,3.335,100.0,0
128504,1,3,3.508,6.42,2,1,5,True,5.74,5,0,2,3.613,83.93,2
128505,3,4,3.372,0.79,3,0,2,False,11.56,3,0,1,3.466,69.88,0
128506,3,4,2.72,8.33,4,1,4,False,11.6,2,0,5,3.119,97.85,0
128507,3,3,3.584,1.79,3,2,3,True,6.28,1,0,3,3.44,64.96,1
128508,3,1,3.18,4.44,1,1,5,True,7.01,5,2,6,3.378,64.78,1
128509,3,1,2.433,6.51,3,2,1,False,10.98,2,2,2,2.606,74.35,2
128510,4,0,3.126,7.49,0,1,3,False,11.72,4,1,1,3.572,75.69,1
128511,0,2,2.557,0.19,3,0,3,False,9.57,1,0,3,2.423,71.09,2
128512,0,2,3.033,4.57,2,1,3,True,11.42,2,0,5,3.239,86.46,1
128513,1,2,3.516,8.6,0,0,1,False,9.85,4,2,2,3.852,83.72,1
128514,0,3,3.001,7.35,2,1,5,False,11.72,4,2,3,2.998,64.6,2
128515,3,4,3.667,10.26,3,1,3,False,11.42,4,0,6,4.0,89.55,0
128516,3,0,2.871,7.85,3,2,3,True,13.45,6,2,6,2.997,71.99,1
128517,3,0,2.064,1.83,4,1,3,True,14.15,6,0,5,2.474,88.32,0
128518,0,4,3.516,4.27,0,1,4,False,8.94,1,0,4,3.854,90.11,2
128519,3,1,2.885,12.84,3,1,5,True,8.72,2,0,8,3.444,67.59,0
128520,2,1,3.186,0.01,0,0,1,False,23.24,1,2,4,3.626,87.59,1
128521,2,3,3.168,6.14,1,2,1,False,15.7,3,0,5,3.302,88.63,1
128522,4,2,2.449,2.0,2,2,5,False,7.44,4,1,5,2.101,86.4,2
128523,2,0,2.43,11.4,1,1,4,True,12.01,1,0,1,2.864,78.33,2
128524,3,4,2.667,9.66,3,2,3,False,5.9,2,2,6,2.847,61.24,2
128525,3,0,3.295,1.17,2,1,3,False,11.16,3,0,5,3.474,81.18,1
128526,2,2,2.979,10.62,1,2,5,False,8.59,1,0,2,3.179,70.64,1
128527,3,3,3.356,2.71,3,2,3,False,1.82,1,1,3,3.571,69.83,2
128528,3,1,2.724,0.18,4,2,2,False,10.73,3,0,5,3.055,62.61,2
128529,2,3,3.23,24.42,1,0,2,False,9.7,7,0,3,3.426,64.23,2
128530,0,2,3.074,34.0,0,0,1,False,2.03,7,0,4,3.042,58.78,0
128531,4,1,3.482,1.91,2,2,1,False,18.91,1,0,3,3.829,80.91,1
128532,0,1,3.497,4.8,0,2,3,False,9.74,5,1,3,3.337,55.18,0
128533,1,0,2.947,0.31,2,2,2,True,13.43,6,0,1,3.216,85.8,0
128534,4,4,3.583,16.34,0,0,3,True,16.69,3,0,6,3.705,75.41,2
128535,3,0,3.572,4.64,3,2,3,False,15.05,3,0,6,3.814,72.04,2
128536,2,3,2.722,4.24,2,1,3,True,19.98,3,0,1,3.075,87.51,2
128537,2,4,2.751,6.58,2,2,2,True,11.3,4,0,2,2.978,68.5,2
128538,2,1,3.662,3.84,0,0,1,True,15.28,3,0,2,3.823,72.83,1
128539,0,0,3.219,1.91,0,1,5,False,13.71,2,1,1,3.272,81.44,1
128540,0,3,3.206,24.51,4,2,4,True,7.07,7,1,10,2.754,67.45,0
128541,0,1,2.974,7.19,2,0,1,True,8.46,5,2,5,3.365,65.19,0
128542,3,3,2.557,7.65,2,1,3,False,6.31,2,0,2,2.41,48.09,2
128543,1,4,3.46,5.41,4,0,3,False,2.25,2,2,3,3.316,74.23,1
128544,0,0,3.842,4.31,4,1,4,False,11.73,3,0,6,4.0,100.0,1
128545,3,2,3.406,3.93,3,2,2,True,1.3,5,2,5,3.394,70.66,2
128546,3,3,2.891,1.22,3,1,3,False,22.21,1,1,3,3.173,100.0,2
128547,4,2,2.328,14.82,1,0,3,False,11.62,4,0,4,2.47,56.3,2
128548,2,1,3.23,7.04,1,2,1,True,14.32,2,0,4,3.343,79.15,2
128549,4,3,3.259,3.39,0,1,4,False,10.19,4,2,3,3.786,81.3,1
128550,4,2,2.345,1.35,4,1,3,False,10.41,4,1,1,2.365,85.65,1
128551,4,0,3.369,7.11,0,1,3,False,12.78,4,0,2,4.0,80.15,2
128552,2,2,2.913,5.7,1,2,1,False,15.48,3,0,3,3.086,74.88,2
128553,3,3,2.719,0.05,1,2,3,True,17.35,2,2,4,2.819,64.08,2
128554,3,0,2.22,4.71,3,1,4,False,21.29,1,0,2,2.849,93.3,2
128555,2,1,3.414,0.62,1,1,3,True,20.86,4,0,7,3.888,100.0,2
128556,0,0,3.917,8.9,4,2,3,False,8.63,5,2,7,4.0,65.18,2
128557,2,3,3.018,2.7,2,0,3,True,4.17,2,1,6,2.955,73.07,2
128558,0,0,3.462,1.26,0,1,3,False,12.41,3,2,3,3.866,84.31,1
128559,2,1,3.694,2.3,1,2,2,False,18.88,2,0,4,4.0,92.8,2
128560,3,2,3.384,2.61,3,1,4,True,13.75,4,0,5,3.969,100.0,2
128561,3,1,2.174,4.35,3,0,1,True,8.14,2,0,4,2.465,70.44,2
128562,2,1,3.397,20.88,0,2,4,True,7.9,6,0,5,3.533,64.55,2
128563,3,1,2.946,22.92,4,1,5,False,5.56,5,2,5,2.794,81.07,0
128564,2,4,3.545,16.77,0,0,3,True,12.55,4,0,5,3.733,78.33,0
128565,2,2,2.762,3.01,1,0,3,False,7.76,2,1,7,2.931,55.29,2
128566,1,1,3.32,4.04,1,2,1,False,7.65,1,0,1,3.403,95.18,1
128567,4,0,1.618,1.98,0,0,2,True,8.31,5,0,9,1.761,78.56,1
128568,0,4,3.008,10.82,0,1,4,False,1.86,4,0,1,3.12,80.92,2
128569,2,1,3.021,0.83,1,0,3,False,16.96,2,0,3,3.389,93.99,2
128570,3,2,3.045,26.05,1,1,4,False,10.82,4,1,9,3.117,68.3,0
128571,0,0,3.69,0.14,4,1,3,True,12.55,1,0,8,3.976,91.48,1
128572,2,4,1.824,13.79,1,2,2,False,21.93,3,0,3,2.12,74.92,0
128573,2,2,2.359,9.15,0,1,3,True,7.66,1,2,1,2.524,86.95,0
128574,0,3,3.482,0.69,0,2,1,True,11.21,4,2,2,3.535,66.96,2
128575,3,4,3.746,13.96,3,1,4,True,12.59,4,2,5,4.0,100.0,2
128576,4,1,3.718,1.81,0,0,1,True,11.63,1,0,5,3.999,79.59,1
128577,3,2,2.52,26.15,3,1,4,True,6.24,7,0,3,2.671,78.0,0
128578,4,0,2.839,17.56,3,2,1,False,5.39,6,0,2,2.931,79.09,2
128579,2,1,3.145,14.26,1,0,2,False,5.66,6,0,8,3.434,85.14,0
128580,0,4,3.271,3.85,0,2,1,False,14.83,3,2,4,3.88,76.0,1
128581,3,3,2.923,19.43,3,2,3,True,8.24,6,0,5,3.11,77.71,2
128582,3,3,3.401,20.11,2,0,3,True,22.49,7,0,6,3.536,61.72,0
128583,1,2,3.804,1.7,1,1,4,False,8.7,2,0,7,3.71,82.44,1
128584,4,2,3.281,11.34,2,2,4,True,10.65,2,0,4,3.166,66.27,1
128585,2,3,3.441,3.91,3,2,3,False,20.16,3,2,2,3.702,86.38,1
128586,0,0,3.884,1.65,0,2,5,False,8.91,2,1,2,3.88,90.46,1
128587,2,3,3.577,1.17,4,2,3,True,13.89,3,0,4,3.927,79.53,1
128588,0,0,3.18,2.52,2,0,2,True,3.62,1,0,3,3.546,65.38,1
128589,2,1,3.323,26.21,1,0,3,True,12.64,7,1,10,3.477,59.12,0
128590,0,1,3.053,25.59,1,0,3,False,18.93,6,2,3,3.624,40.5,2
128591,4,0,3.309,8.22,3,2,3,True,6.39,4,1,1,3.502,86.75,1
128592,2,1,3.885,7.62,1,0,2,True,15.35,4,0,1,4.0,64.61,1
128593,0,2,2.897,9.72,2,0,2,False,2.47,3,0,6,3.056,70.86,2
128594,4,3,3.638,0.09,0,1,4,False,8.66,1,1,5,3.729,74.85,2
128595,0,1,2.884,3.87,0,0,2,False,2.01,4,2,1,2.77,81.84,2
128596,3,0,3.021,2.7,3,2,4,False,9.64,5,2,3,3.27,59.26,2
128597,3,2,3.73,8.84,3,2,4,True,15.41,3,0,7,3.994,74.87,1
128598,2,2,2.726,14.7,0,0,1,True,15.82,3,0,5,2.984,82.6,0
128599,4,1,3.417,1.68,3,1,4,True,15.03,5,1,1,3.985,100.0,1
128600,4,2,3.318,0.63,3,1,3,False,10.96,1,1,5,3.638,86.45,1
128601,2,4,2.296,1.57,0,0,2,True,15.99,2,2,2,2.587,72.18,2
128602,3,2,3.805,5.55,3,2,4,True,13.97,4,1,4,4.0,86.34,2
128603,3,1,2.468,3.41,1,0,2,False,10.32,3,0,7,2.803,63.55,2
128604,0,2,3.328,0.3,0,0,3,False,10.67,2,2,4,3.321,65.24,2
128605,4,0,2.917,3.08,4,2,2,False,13.16,1,1,4,3.288,86.04,2
128606,1,1,3.611,16.98,2,0,2,False,12.06,6,1,8,3.723,62.91,1
128607,3,0,3.735,5.76,3,1,3,False,16.59,5,1,3,4.0,88.4,0
128608,4,1,3.26,14.94,0,1,5,False,9.01,5,2,6,3.586,87.09,2
128609,2,2,3.325,0.4,2,1,4,False,1.0,5,2,2,3.258,62.29,1
128610,3,2,3.396,4.49,3,1,3,False,9.3,4,2,2,3.616,100.0,2
128611,2,0,3.321,12.29,0,2,5,True,12.71,3,0,3,3.768,81.73,0
128612,4,1,2.659,8.45,0,2,2,False,17.88,5,0,2,3.116,90.14,1
128613,3,3,2.34,13.72,3,1,4,True,14.18,4,0,5,2.88,92.16,2
128614,1,3,3.33,5.69,1,2,4,False,9.04,2,2,1,3.441,71.6,2
128615,3,2,2.414,21.9,2,2,3,True,11.34,2,2,4,2.667,61.84,0
128616,3,3,2.478,0.22,2,2,4,False,28.09,1,0,4,3.006,74.42,1
128617,3,0,2.599,33.09,1,0,3,True,2.04,9,2,7,2.869,65.75,0
128618,4,1,3.314,10.0,2,2,4,True,10.68,5,2,5,3.694,79.44,1
128619,0,4,3.015,8.6,0,0,1,False,6.98,5,2,2,3.286,70.83,2
128620,4,1,3.723,9.01,1,2,4,True,14.66,4,0,6,3.935,76.4,2
128621,2,1,3.886,9.98,0,2,3,False,10.84,4,0,3,3.905,100.0,2
128622,0,2,2.691,9.09,3,2,2,True,2.56,1,1,5,2.411,72.17,1
128623,4,1,2.569,7.35,0,2,2,False,6.77,3,1,3,2.873,76.47,0
128624,0,1,3.268,6.13,0,0,3,True,11.26,4,2,3,3.529,58.87,2
128625,4,2,3.144,25.46,1,0,3,False,11.72,6,0,10,3.19,74.62,1
128626,3,2,3.625,1.93,3,0,2,False,13.58,3,2,3,3.835,72.53,1
128627,2,3,2.841,1.55,1,1,4,True,8.35,1,0,5,3.27,100.0,0
128628,2,2,2.103,4.24,2,0,3,False,9.66,2,2,3,2.182,60.59,1
128629,1,1,3.631,31.92,3,1,3,False,8.41,5,0,4,3.8,58.81,0
128630,3,1,2.228,7.71,4,1,4,False,20.37,1,0,2,2.589,88.66,2
128631,2,1,2.756,0.73,0,2,4,False,11.61,3,0,5,2.923,78.93,2
128632,0,1,3.551,0.3,0,2,2,True,16.12,2,0,3,3.581,86.66,1
128633,0,0,3.697,20.1,0,2,2,False,4.28,6,0,8,3.775,90.34,2
128634,3,3,2.021,0.12,3,1,3,True,10.26,3,2,5,2.371,84.55,2
128635,3,0,2.022,19.56,3,2,4,True,19.74,6,0,3,2.267,57.46,2
128636,4,1,3.531,28.78,0,2,5,True,8.43,7,1,6,3.541,45.58,0
128637,2,1,3.208,1.07,4,0,2,False,2.57,4,2,5,3.361,51.67,2
128638,0,0,1.901,1.96,0,1,5,True,8.86,4,2,2,2.279,63.97,2
